,recipient_name_clean,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year
22232,nutronics,136029097.09,169229035.97,576.0,11.802777777777777,3437513.2401851853,1.0,NUTRONICS  INC.,,OTHER THAN SMALL BUSINESS,2018
22233,nuway,33429105.040000007,33429105.040000007,329.0,12.0,1345134.8055555555,1.0,NU-WAY INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22234,nve,402079733.4100001,55108027059.84,13961.0,211.89380701917946,14959425.107640106,1.0,NVE  INC,,SMALL BUSINESS,2018
22235,nvi,72000000.0,72000000.0,6.0,11.0,1920368.0,1.0,NVI INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22236,nvs technologies,31341512.93,31341512.93,1.0,2.0,0.0,1.0,NVS TECHNOLOGIES  INC.,,SMALL BUSINESS,2018
22237,nw construction,71636415.73,72943765.73,28.0,11.875,3282500.0,1.0,NW CONSTRUCTION INC,,SMALL BUSINESS,2018
22238,nysarc,117169686.92,266570031.94,279.0,845.346688952148,50228246.181690015,1.0,NYSARC  INC.,,OTHER THAN SMALL BUSINESS,2018
22239,oak grove technologies,109398670.73,581556406701.5201,13543.0,153.53893729727062,14160864.968910411,1.0,OAK GROVE TECHNOLOGIES  LLC.,,SMALL BUSINESS,2018
22240,oak point associates,25513862.61,79611365.82000001,385.0,74.58888888888887,9010784.25173611,1.0,OAK POINT ASSOCIATES,,SMALL BUSINESS,2018
22241,oak ridge associated universities,108735354442.15001,109349468339.28998,22590.0,1110.6777745107604,199775774.31993136,1.0,OAK RIDGE ASSOCIATED UNIVERSITIES  INC.,,OTHER THAN SMALL BUSINESS,2018
22242,oakland consulting,726952466.5500001,28926855470.589996,1444.0,19.67061202686203,8938485.63585165,1.0,OAKLAND CONSULTING GROUP  INC.,,SMALL BUSINESS,2018
22243,oasis systems,11164484791.75,7020124971109.449,12115.0,407.03606841450846,104445854.81932531,1.0,OASIS SYSTEMS  LLC,OTHER,SMALL BUSINESS,2018
22244,oatridge security,49984789.050000004,82090983.92,102.0,88.40853174603174,3322917.931150793,1.0,OATRIDGE SECURITY GROUP  INC.,,SMALL BUSINESS,2018
22245,objectstream,78979091.54,1089896700.07,5100.0,37.43333333333333,2500000.0,1.0,OBJECTSTREAM INC.,,SMALL BUSINESS,2018
22246,obrascon huarte lain sa,79627611.36,79876611.36,15.0,19264.0,5137079808.0,1.0,OBRASCON HUARTE LAIN S.A.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22247,obsidian solutions,1288806314.69,1313656676947.5999,845.0,75.0,7347378.0,1.0,OBSIDIAN SOLUTIONS GROUP LLC,,SMALL BUSINESS,2018
22248,obxtek,1888975234.0400002,3633698409819.59,32272.0,88.27409224352142,7632622.643222746,1.0,OBXTEK INC.,,SMALL BUSINESS,2018
22249,occupational training center burlington county,68508609.19999999,510761103.57,73.0,772.0969576991636,34877281.00726153,1.0,OCCUPATIONAL TRAINING CENTER OF BURLINGTON COUNTY (INC),,OTHER THAN SMALL BUSINESS,2018
22250,occupations,102473997.48,215270952.56000006,111.0,1035.7371794871794,47446013.38628593,1.0,OCCUPATIONS  INC.,,OTHER THAN SMALL BUSINESS,2018
22251,ocean acoustical services and instrumentation systems,133590453.0,4715856322585.0,10412.0,11.085416666666667,2901871.527777778,1.0,OCEAN ACOUSTICAL SERVICES AND INSTRUMENTATION SYSTEMS INC,,SMALL BUSINESS,2018
22252,ocean associates incorporated,236703657.06000003,487125277.06,12769.0,140.1806644970223,7023901.121345807,1.0,OCEAN ASSOCIATES  INCORPORATED,,SMALL BUSINESS,2018
22253,ocean construction services,305306624.95,1691306623.9499998,1125.0,23.47222222222222,9063227.100000001,1.0,OCEAN CONSTRUCTION SERVICES  INC.,,SMALL BUSINESS,2018
22254,ocean duchess,204880969.01000005,1532339861.1800005,3174.0,74.07967707967708,8463208.011466011,1.0,OCEAN DUCHESS  INC,,SMALL BUSINESS,2018
22255,ocean shipholdings,9489358840.55,15610089021.429995,550.0,300.1088636363636,28761471.060909092,1.0,OCEAN SHIPHOLDINGS  INC.,,SMALL BUSINESS,2018
22256,ocean spray cranberries,14181758.579999998,14181758.579999998,57.0,2033.4,1931826666.6666665,1.0,OCEAN SPRAY CRANBERRIES  INC.,,OTHER THAN SMALL BUSINESS,2018
22257,oceaneering,4913684122.700001,5088557488982.09,24642.0,5500.014664925187,1389292638.7059739,1.0,OCEANEERING INTERNATIONAL INC,,OTHER THAN SMALL BUSINESS,2018
22258,oceanit laboratories,83580218.93,2611875027507.35,20130.0,110.32116563991565,13821535.822046008,1.0,OCEANIT LABORATORIES  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22259,octo consulting,1481338959.7,152448832803.41003,29001.0,96.39714564569041,23976074.845458962,1.0,OCTO CONSULTING GROUP  INC.,,OTHER THAN SMALL BUSINESS,2018
22260,oculus,142548723.43,342997314.67,2164.0,9.1,485000.0,1.0,OCULUS GROUP  LLC,,SMALL BUSINESS,2018
22261,oddo construction services,90772632.62,322171288.94000006,226.0,11.935813492063492,4301276.19047619,1.0,ODDO CONSTRUCTION SERVICES LLC,,SMALL BUSINESS,2018
22262,odebrecht construction,100527944.08,100527944.08,24.0,75000.0,928587072.0,1.0,ODEBRECHT CONSTRUCTION  INC.,,OTHER THAN SMALL BUSINESS,2018
22263,odell,5438177.26,35438177.26,69.0,7.0,3633333.333333333,1.0,ODELL INTERNATIONAL  LLC,,SMALL BUSINESS,2018
22264,odle management,3529036285.0,8998868311.0,677.0,359.1931542119042,26098350.472041737,1.0,ODLE MANAGEMENT GROUP  L.L.C.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22265,odme solutions,58904630.73,580597809258.0801,1123.0,9.0,1.0,1.0,ODME SOLUTIONS  LLC,,SMALL BUSINESS,2018
22266,odyssey,169019289.51000002,655487210.9899999,6023.0,16.0442987904544,31673032.717724748,1.0,ODYSSEY INTERNATIONAL  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22267,odyssey space research l l c,75357463.44,134687463.44,5000.0,46.21349206349206,8293207.002777778,1.0,ODYSSEY SPACE RESEARCH L L C,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22268,odyssey systems consulting,18544211181.11001,1706904458855.8506,19473.0,321.7618291071492,65704491.287752785,1.0,ODYSSEY SYSTEMS CONSULTING GROUP  LTD.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22269,oes,87042129.08,87042129.08,10.0,0.0,0.0,1.0,O.E.S.  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22270,office depot,87135374.04999998,16298209305.970003,698331.0,4387.419504974815,986401703.6511345,1.0,OFFICE DEPOT  INC.,,OTHER THAN SMALL BUSINESS,2018
22271,office remedies,933089928.1899998,1911471284.2499995,7076.0,177.89666666666668,5217456.609999999,1.0,OFFICE REMEDIES  INC,,SMALL BUSINESS,2018
22272,office remedies incorporated,109733249.66,166991275.21,2.0,40.0,1000000.0,1.0,OFFICE REMEDIES INCORPORATED,,SMALL BUSINESS,2018
22273,offshore service vessels,591865538.6300001,651575618.6300001,99.0,6073.9333333333325,44407950.0,1.0,OFFSHORE SERVICE VESSELS  L.L.C.,,OTHER THAN SMALL BUSINESS,2018
22274,ofi global trust,76774082.0,1396383618.0,140.0,2050.0,1718702976.0,1.0,OFI GLOBAL TRUST COMPANY,,OTHER THAN SMALL BUSINESS,2018
22275,ofori associates pc,110334115.05,110334115.05,54.0,22.0,1820000.0,1.0,OFORI & ASSOCIATES PC,,SMALL BUSINESS,2018
22276,oftedal construction,205786825.12,491070803.32,51.0,178.75,64842629.0,1.0,OFTEDAL CONSTRUCTION  INC.,,OTHER THAN SMALL BUSINESS,2018
22277,ogarahess eisenhardt armoring,326514900.59000003,532219306.59,27318.0,371.3271425164962,45975569.84895394,1.0,O'GARA-HESS & EISENHARDT ARMORING COMPANY LLC,,SMALL BUSINESS,2018
22278,oge energy,259474810.17000002,268275751.42000005,32.0,2585.4664862914865,2435408826.691523,1.0,OGE ENERGY CORP.,,OTHER THAN SMALL BUSINESS,2018
22279,ogilvy public relations worldwide,336326414.26,1865341070.5700002,7305.0,903.1809796483711,885578318.4207096,1.0,OGILVY PUBLIC RELATIONS WORLDWIDE INC.,,OTHER THAN SMALL BUSINESS,2018
22280,ogsystems,109711802.97000001,15995497548.009998,14116.0,1199.7670454545455,112036997.34429114,1.0,OGSYSTEMS  LLC,,OTHER THAN SMALL BUSINESS,2018
22281,ohana nui management,62305548.99000001,343128689.4,361.0,41.68671130952381,3416797.032828283,1.0,OHANA NUI MANAGEMENT  INC.,,SMALL BUSINESS,2018
22282,ohio aerospace institute,448303948.0,548303948.0,1522.0,78.47586580086579,14768335.275829729,1.0,OHIO AEROSPACE INSTITUTE,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22283,ohio state university,60512937.309999995,219283057.57,1178.0,35932.473714052285,1883855757.3529413,1.0,THE OHIO STATE UNIVERSITY,,OTHER THAN SMALL BUSINESS,2018
22284,ohio valley electric,1544915224.18,1544915224.18,9.0,750.0,370000000.0,1.0,OHIO VALLEY ELECTRIC CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22285,ohl usa,259933505.5900001,260182505.5900001,147.0,19264.0,5137079808.0,1.0,"OHL USA, INC.",CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22286,ohopaki general contracting mechanical,109863025.31,128663025.31,207.0,6.0,2500000.0,1.0,OHOPAKI GENERAL CONTRACTING & MECHANICAL  INC.,,SMALL BUSINESS,2018
22287,oklahoma foundation medical quality,29198490.0,849878638.0,38.0,68.0,8546577.0,1.0,OKLAHOMA FOUNDATION FOR MEDICAL QUALITY  INC.,,OTHER THAN SMALL BUSINESS,2018
22288,oklahoma state university,210371735.81,220246737.81,337.0,6756.60656935657,526929672.807835,1.0,OKLAHOMA STATE UNIVERSITY,,OTHER THAN SMALL BUSINESS,2018
22289,oklahoma student loan authority,216490090.54000002,22563630140.19,269.0,59.0,37969772.0,1.0,OKLAHOMA STUDENT LOAN AUTHORITY,,OTHER THAN SMALL BUSINESS,2018
22290,okland construction,360648787.36,365274664.36,131.0,656.4857954545455,730495164.0,1.0,OKLAND CONSTRUCTION COMPANY  INC.,,OTHER THAN SMALL BUSINESS,2018
22291,old harbor native,789503606.1400001,1672857608191.3506,39812.0,49.74068906152445,6949303.799457362,1.0,OLD HARBOR NATIVE CORPORATION,,SMALL BUSINESS,2018
22292,old north utility services,36546704923.4,36546725900.4,117.0,600.0,3000000000.0,1.0,OLD NORTH UTILITY SERVICES,,OTHER THAN SMALL BUSINESS,2018
22293,old veteran construction,117430800.71000001,201420800.70999998,107.0,44.221230158730165,33133702.008928567,1.0,OLD VETERAN CONSTRUCTION  INC.,,SMALL BUSINESS,2018
22294,oldcastle,943611993.11,943611993.11,142.0,369.2063492063492,88968253.96825397,1.0,OLDCASTLE  INC.,,OTHER THAN SMALL BUSINESS,2018
22295,olgoonik,4817110279.08,5226273125.49,887.0,139.7199664477428,17927764.0180736,1.0,OLGOONIK CORPORATION,,SMALL BUSINESS,2018
22296,olgoonik aerospace services,1803594093.66,2931393206.96,281.0,7.92449373184287,479448.1038053398,1.0,OLGOONIK AEROSPACE SERVICES  LLC,,SMALL BUSINESS,2018
22297,olgoonik diversified services,593213739.86,1629687704.8600001,3392.0,14.604691926598221,3338967.4818812367,1.0,OLGOONIK DIVERSIFIED SERVICES  LLC,,SMALL BUSINESS,2018
22298,olgoonik solutions,156050122.86,16793388087.45,1081.0,53.30330173259235,6124149.083198575,1.0,OLGOONIK SOLUTIONS  LLC,,SMALL BUSINESS,2018
22299,olin,6364868169.180001,6959466569.840002,2068.0,5033.644821569866,2435346119.245654,1.0,OLIN CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22300,olympus,490559417.78,4343510653.889999,33879.0,1718.9285575749013,884128968.8853072,1.0,OLYMPUS CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22301,olympus building services,262133564.9,263609386.16,2066.0,523.1,20060042.86,1.0,OLYMPUS BUILDING SERVICES  INC,,OTHER THAN SMALL BUSINESS,2018
22302,om,204631388.8,21402842571.47,16489.0,4919.274199750488,819939189.1163588,1.0,OM GROUP  INC.,,OTHER THAN SMALL BUSINESS,2018
22303,omaha public power district,66451056.239999995,66451056.280000016,4.0,2200.0,1050000000.0,1.0,OMAHA PUBLIC POWER DISTRICT,,OTHER THAN SMALL BUSINESS,2018
22304,omega aerial refueling services,76504218.71000001,1102520680.0900002,50.0,19.0,16000000.0,1.0,OMEGA AERIAL REFUELING SERVICES  INC.,,SMALL BUSINESS,2018
22305,omega industries,32832966.36,87948796.36,74.0,19.083333333333336,8946454.0,1.0,OMEGA GROUP INDUSTRIES CORP.,,SMALL BUSINESS,2018
22306,omega pipeline,1047370779.3999996,1047370779.3999996,30.0,5.0,8302048.4,1.0,OMEGA PIPELINE COMPANY  LLC,,SMALL BUSINESS,2018
22307,omitron,3420942452.41,1309311161162.4102,560.0,113.42261904761907,14153684.523809526,1.0,OMITRON  INC.,,SMALL BUSINESS,2018
22308,omni,859346819.0799999,1066217028.45,1102.0,362.68723054723057,11553563.221280389,1.0,OMNI CORPORATION,,SMALL BUSINESS,2018
22309,omni2max,55896909.71,3627558182534.91,1334.0,31.51064814814815,2934416.6666666665,1.0,OMNI2MAX  INC.,,SMALL BUSINESS,2018
22310,omnicell,311248402.4500001,1061013430.4499998,7097.0,821.5481196563412,230406000.52790606,1.0,OMNICELL  INC.,,OTHER THAN SMALL BUSINESS,2018
22311,omnicom,1058744512.21,7204555710.32,25615.0,30858.548810181528,8396172224.511235,1.0,OMNICOM GROUP INC.,,OTHER THAN SMALL BUSINESS,2018
22312,omniplex world services,1101139060.6799998,4770356896.62,20793.0,1771.8516535751833,58236013.061189786,2.0,OMNIPLEX WORLD SERVICES CORP,,OTHER THAN SMALL BUSINESS,2018
22313,omnisolve,35949211.83,77292660.21999998,2148.0,8.0,4000000.0,1.0,OMNISOLVE INC.,,SMALL BUSINESS,2018
22314,omnitec solutions,921300852.1999999,601737882907.3499,23237.0,163.55498806748807,30199340.41628927,1.0,OMNITEC SOLUTIONS  INC.,,OTHER THAN SMALL BUSINESS,2018
22315,omv medical,36040247.41,1793073178.8899996,2439.0,400.1170634920635,25956309.523809522,1.0,OMV MEDICAL INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22316,on assignment,2892940586.3599987,426876769781.8401,4987.0,1289.6471458986944,249261114.43269768,1.0,ON ASSIGNMENT  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22317,one gas,354587371.96999997,360297047.96999997,100.0,998.0289898010486,372704574.4502711,1.0,ONE GAS  INC.,,OTHER THAN SMALL BUSINESS,2018
22318,oneida communications,206365296.59,413491073.27000004,241.0,39.513888888888886,3992270.793650794,1.0,ONEIDA COMMUNICATIONS  INC.,,SMALL BUSINESS,2018
22319,oneida indian nation,99817276.97,2612008746615.55,7796.0,209.03125,13000000.0,1.0,ONEIDA INDIAN NATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22320,oneida nation,249516878.61,862111496.8900001,6225.0,193.99754752270886,35705349.953024685,1.0,ONEIDA NATION,PARTNERSHIP,SMALL BUSINESS,2018
22321,oneida total integrated enterprises,148126333.06,689147882.0400001,10964.0,208.62851067437944,38927286.127528206,1.0,ONEIDA TOTAL INTEGRATED ENTERPRISES LLC,OTHER,SMALL BUSINESS,2018
22322,onex,89324612.19000001,3000212876.4,25119.0,7837.768956431871,2238364184.4262385,1.0,ONEX CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22323,onix networking,162828012.23000002,177498309.98,3793.0,41.04267908017907,19893945.13125763,1.0,ONIX NETWORKING CORP.,,SMALL BUSINESS,2018
22324,onopa services,142667233.35,355705257.28000003,327.0,21.068043720984903,1549164.1225862373,1.0,ONOPA SERVICES LLC,,SMALL BUSINESS,2018
22325,onpoint consulting,2940340427.08,27863148326.96,1398.0,3424.5,431530252.75,1.0,ONPOINT CONSULTING  INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22326,onsite construction,76913096.24000001,101913096.24000001,71.0,1.0,100.0,1.0,ONSITE CONSTRUCTION GROUP  LLC,,SMALL BUSINESS,2018
22327,onsite construction engineering,14647330.91,14647330.91,75.0,31.50714285714286,17417963.692857143,1.0,ONSITE CONSTRUCTION & ENGINEERING  INC.,,SMALL BUSINESS,2018
22328,onyx government services,45359899.49,6149874665.88,14371.0,6.604761904761905,878115.4450396826,1.0,ONYX GOVERNMENT SERVICES  LLC,,SMALL BUSINESS,2018
22329,opal soft,745045339.73,581781530123.6001,2373.0,67.9,11599400.0,1.0,OPAL SOFT  INC.,OTHER,SMALL BUSINESS,2018
22330,open technology incorporated,47854720.67999999,74979223.08,3009.0,57.05,8331748.45,1.0,OPEN TECHNOLOGY GROUP  INCORPORATED,,SMALL BUSINESS,2018
22331,open text,63439149.02,367175555.45,1688.0,6834.826335626047,1165747982.5057366,1.0,OPEN TEXT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22332,opera solutions usa,210624274.0,244062204.0,6014.0,453.0,54300000.0,1.0,OPERA SOLUTIONS USA  LLC,,OTHER THAN SMALL BUSINESS,2018
22333,operating engineers national training fund,137867375.41,172535295.41000003,8.0,55.1111111111111,9406629.833333332,1.0,INTERNATIONAL UNION OF OPERATING ENGINEERS NATIONAL TRAINING FUND,,OTHER THAN SMALL BUSINESS,2018
22334,opportunities and resources,96511580.4,563461353.94,23.0,167.76666666666665,5873333.333333334,1.0,OPPORTUNITIES AND RESOURCES  INC.,,OTHER THAN SMALL BUSINESS,2018
22335,opportunity village retarded citizens,73806028.12,112770627.56,31.0,1199.497619047619,19624765.285714287,1.0,OPPORTUNITY VILLAGE ASSOCIATION FOR RETARDED CITIZENS,,OTHER THAN SMALL BUSINESS,2018
22336,optical physics,59027459.1,61264400.95,9671.0,17.405882352941177,4678651.1715686275,1.0,OPTICAL PHYSICS COMPANY,,SMALL BUSINESS,2018
22337,optical sciences,100243169.32,100243169.32,60.0,24.875,5184604.354166666,1.0,OPTICAL SCIENCES CORPORATION,,SMALL BUSINESS,2018
22338,optics 1,392063664.62,3412665272.34,280.0,13625.0,18166666666.666668,1.0,OPTICS 1  INC.,,OTHER THAN SMALL BUSINESS,2018
22339,optimal solutions,61477136.6,165405350.13,17148.0,37.361327561327556,5385206.337085137,1.0,OPTIMAL SOLUTIONS GROUP  L.L.C.,,SMALL BUSINESS,2018
22340,optimetrics,106364129.92999999,165749670.43,4049.0,676.4472222222222,94375740.46666668,1.0,OPTIMETRICS  INC.,,OTHER THAN SMALL BUSINESS,2018
22341,optimize,50397426.15,156826843.75,87.0,11.29861111111111,1284548.611111111,1.0,OPTIMIZE,,SMALL BUSINESS,2018
22342,optimum financial,4239351.18,4639508.65,1031.0,9.583333333333334,625000.0,1.0,OPTIMUM FINANCIAL CORPORATION,,SMALL BUSINESS,2018
22343,optivor technologies,83035727.61,112393136197.39,19262.0,32.19129977997255,23849319.609392636,1.0,OPTIVOR TECHNOLOGIES  L.L.C.,,OTHER THAN SMALL BUSINESS,2018
22344,optoknowledge systems,50194544.88,52896288.11,7470.0,13.0,3500000.0,1.0,OPTO-KNOWLEDGE SYSTEMS  INC.,,SMALL BUSINESS,2018
22345,optowares incorporated,50873128.00000001,84994783.4,6697.0,2.35,85000.0,1.0,OPTOWARES INCORPORATED,,SMALL BUSINESS,2018
22346,opus design build,97720323.62,97720323.62,21.0,250.0,400000000.0,1.0,OPUS DESIGN BUILD  L.L.C.,,OTHER THAN SMALL BUSINESS,2018
22347,oracle,598409553.6300001,2196601576.0699997,231.0,106308.29729973974,28769516123.00677,1.0,ORACLE CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22348,orbis,724896279.5600002,5444576428057.76,1080.0,129.7451543022195,18364229.50772398,1.0,ORBIS  INC.,,SMALL BUSINESS,2018
22349,ordnance technology service,49899198.78,84326173.78,764.0,19.80069700294338,9632155.07895218,1.0,ORDNANCE TECHNOLOGY SERVICE  INC.,,SMALL BUSINESS,2018
22350,oregon health science university,126978197.09,188275863.94,1609.0,12690.017436267437,488886389.40424645,1.0,OREGON HEALTH & SCIENCE UNIVERSITY,,OTHER THAN SMALL BUSINESS,2018
22351,organizational strategies,264918590.89999998,436021015795.70996,5800.0,92.20833333333333,13737112.922619049,1.0,ORGANIZATIONAL STRATEGIES INC,,OTHER THAN SMALL BUSINESS,2018
22352,oriana house,130512641.92,193419775.02,36.0,706.95,40775000.0,1.0,ORIANA HOUSE INC,,OTHER THAN SMALL BUSINESS,2018
22353,original footwear,68030587.68,763091121.72,75.0,450.0,29000000.0,1.0,ORIGINAL FOOTWEAR LLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22354,orion advanced simulation intel systems,224946620.41,264963354.41,21.0,22.75,8093750.0,1.0,ORION ADVANCED SIMULATION & INTEL SYSTEMS INC,,SMALL BUSINESS,2018
22355,orion construction,94799457.59,390199457.59,295.0,46.09366883116883,15783734.339460077,2.0,ORION CONSTRUCTION CORPORATION,,SMALL BUSINESS,2018
22356,orion consulting,72699923.97,102626851.84000002,30.0,18.513888888888893,871965.4555555554,1.0,ORION CONSULTING GROUP  INC.,,SMALL BUSINESS,2018
22357,orion marine,636212461.49,639292161.49,142.0,1517.0182539682537,395773666.05714285,1.0,ORION MARINE GROUP  INC.,,OTHER THAN SMALL BUSINESS,2018
22358,orion solutions,106843740.85999998,12027698495.26,852.0,20.14166666666667,4197500.0,1.0,ORION SOLUTIONS  LLC,,SMALL BUSINESS,2018
22359,orocon carothers jv1,194473990.3,194473990.3,25.0,10.0,3675000.0,1.0,OROCON - CAROTHERS JV1,PARTNERSHIP,SMALL BUSINESS,2018
22360,orocon carothers jv2,268570567.48,519559817.48,149.0,5.257936507936508,2020412.484126984,1.0,OROCON - CAROTHERS JV2,,SMALL BUSINESS,2018
22361,orocon carothers jv3,147693331.6,147693331.6,55.0,0.0,1.0,1.0,OROCON - CAROTHERS JV3,,SMALL BUSINESS,2018
22362,oryza,535197523.4200001,27734668256.29,2487.0,142.25,4866852.673611111,1.0,ORYZA GROUP  L.L.C.  THE,,SMALL BUSINESS,2018
22363,osborne computer services,53951599.4,60820770.06,7007.0,13.0,2000000.0,1.0,OSBORNE COMPUTER SERVICES  INC.,,SMALL BUSINESS,2018
22364,osborne construction,116453438.0,164453438.0,62.0,38.0,34801964.5,1.0,OSBORNE CONSTRUCTION COMPANY,,SMALL BUSINESS,2018
22365,osborne north carolina,3485735.84,3485735.84,4.0,51.0,21800000.0,1.0,OSBORNE COMPANY OF NORTH CAROLINA INC THE,,SMALL BUSINESS,2018
22366,oscar renda contracting,246842654.25,246842654.25,12.0,500.0,400000000.0,1.0,OSCAR RENDA CONTRACTING  INC.,,OTHER THAN SMALL BUSINESS,2018
22367,oshkosh,164799511550.19025,240105702388.12994,77829.0,12123.991946937727,6626766713.887612,1.0,OSHKOSH CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22368,osi systems,755492588.11,20820855635.840004,22012.0,2793.2117968509974,383970844.6913997,1.0,OSI SYSTEMS INC,,OTHER THAN SMALL BUSINESS,2018
